gene	gene_id	polyA_length	G_readsnum	average_G_content
AT1G30880|AT1G30880.2	AT1G30880	34	4	0.001747488
AT5G22210|AT5G22210.1	AT5G22210	26	2	0.00098912
AT5G56540|AT5G56540.1	AT5G56540	31	1	0.0004914
AT1G18070|AT1G18070.2	AT1G18070	32	5	0.002402691
AT3G10420|AT3G10420.2	AT3G10420	42	4	0.001517451
AT4G30660|AT4G30660.1	AT4G30660	32	2	0.000913242
AT4G34630|AT4G34630.1	AT4G34630	33	4	0.003260363
AT3G19820|AT3G19820.1	AT3G19820	27	5	0.0024888
AT3G51880|AT3G51880.2	AT3G51880	30	6	0.002887392
AT3G56950|AT3G56950.2	AT3G56950	44	5	0.002470007
AT5G04080|AT5G04080.1	AT5G04080	38	3	0.001256281
AT3G14990|AT3G14990.1	AT3G14990	33	3	0.001329787
AT4G29160|AT4G29160.1	AT4G29160	25	6	0.0035
AT4G34881|AT4G34881.1	AT4G34881	40	5	0.001900418
AT5G47230|AT5G47230.1	AT5G47230	30	5	0.002483855
AT5G47435|AT5G47435.1	AT5G47435	44	5	0.002160605
AT1G01800|AT1G01800.1	AT1G01800	33	6	0.004003559
AT1G19240|AT1G19240.1	AT1G19240	34	4	0.00222618
AT3G49870|AT3G49870.2	AT3G49870	28	6	0.003172924
AT5G22500|AT5G22500.2	AT5G22500	28	6	0.003125
AT5G67370|AT5G67370.1	AT5G67370	32	6	0.002786809
AT2G03220|AT2G03220.1	AT2G03220	27	7	0.003796095
AT3G14990|AT3G14990.2	AT3G14990	32	5	0.002325581
AT3G51260|AT3G51260.2	AT3G51260	30	8	0.004513541
AT3G11830|AT3G11830.1	AT3G11830	31	4	0.001855288
AT3G27820|AT3G27820.1	AT3G27820	35	7	0.002978723
AT5G49910|AT5G49910.1	AT5G49910	33	7	0.003163127
AT1G05010|AT1G05010.1	AT1G05010	31	4	0.001981179
AT2G32720|AT2G32720.2	AT2G32720	28	8	0.003870343
AT3G59780|AT3G59780.1	AT3G59780	30	9	0.004197761
AT1G55450|AT1G55450.1	AT1G55450	35	7	0.002996575
AT3G22060|AT3G22060.1	AT3G22060	36	4	0.001699958
AT3G49220|AT3G49220.2	AT3G49220	35	7	0.00334588
AT3G43230|AT3G43230.1	AT3G43230	36	5	0.002112379
AT5G42300|AT5G42300.1	AT5G42300	29	8	0.005029721
AT3G02050|AT3G02050.1	AT3G02050	40	10	0.003957262
AT5G47040|AT5G47040.1	AT5G47040	38	5	0.004014452
AT1G71790|AT1G71790.1	AT1G71790	33	12	0.006386861
AT3G59068|AT3G59068.1	AT3G59068	26	25	0.013012048
AT3G17930|AT3G17930.1	AT3G17930	29	1	0.000514139
AT5G65810|AT5G65810.1	AT5G65810	26	1	0.001129305
AT1G50200|AT1G50200.1	AT1G50200	29	3	0.00148368
AT2G24290|AT2G24290.1	AT2G24290	31.5	3	0.001863933
AT1G70490|AT1G70490.1	AT1G70490	26.5	3	0.002058672
AT3G21630|AT3G21630.1	AT3G21630	32	3	0.002290426
AT4G11260|AT4G11260.1	AT4G11260	35.5	4	0.001783326
AT5G19730|AT5G19730.1	AT5G19730	28	5	0.002476474
AT2G45860|AT2G45860.1	AT2G45860	32	5	0.002257336
AT1G19120|AT1G19120.1	AT1G19120	33.5	3	0.001704303
AT1G63120|AT1G63120.1	AT1G63120	30.5	4	0.001952172
AT1G67700|AT1G67700.2	AT1G67700	31.5	5	0.0028463
AT3G02790|AT3G02790.1	AT3G02790	32	5	0.00338819
AT3G54110|AT3G54110.1	AT3G54110	37	6	0.00254022
AT4G18930|AT4G18930.1	AT4G18930	27	7	0.003553299
AT5G17380|AT5G17380.1	AT5G17380	33.5	4	0.001780944
AT5G45775|AT5G45775.2	AT5G45775	32.5	6	0.00315742
AT5G57035|AT5G57035.1	AT5G57035	33	4	0.003357314
AT1G19530|AT1G19530.2	AT1G19530	30	6	0.003230272
AT2G39310|AT2G39310.4	AT2G39310	32.5	8	0.004314477
AT3G53990|AT3G53990.2	AT3G53990	25	5	0.003611971
AT4G32285|AT4G32285.1	AT4G32285	37.5	7	0.002888981
AT2G26670|AT2G26670.2	AT2G26670	31	5	0.002814259
AT1G67280|AT1G67280.2	AT1G67280	45	8	0.003203987
AT5G19260|AT5G19260.1	AT5G19260	25	8	0.004060914
AT5G49630|AT5G49630.1	AT5G49630	33	8	0.003595506
AT1G70490|AT1G70490.7	AT1G70490	28	5	0.002428363
AT2G20570|AT2G20570.2	AT2G20570	34.5	8	0.004436557
AT5G42090|AT5G42090.1	AT5G42090	37	7	0.003427592
AT5G56660|AT5G56660.1	AT5G56660	30	9	0.004079782
AT3G48590|AT3G48590.1	AT3G48590	35	12	0.005165734
AT4G24990|AT4G24990.2	AT4G24990	29.5	12	0.006906759
AT5G25980|AT5G25980.2	AT5G25980	45	13	0.005136986
AT5G41970|AT5G41970.1	AT5G41970	33.5	14	0.00694746
AT1G70185|AT1G70185.1	AT1G70185	33.5	13	0.007543612
AT1G47420|AT1G47420.1	AT1G47420	28	4	0.002678093
AT1G14920|AT1G14920.1	AT1G14920	28	2	0.001034126
AT1G56600|AT1G56600.1	AT1G56600	33	3	0.002333178
AT1G72970|AT1G72970.1	AT1G72970	33	4	0.001911132
AT3G42790|AT3G42790.1	AT3G42790	32	4	0.002480159
AT3G46000|AT3G46000.3	AT3G46000	32	4	0.002686968
AT1G13090|AT1G13090.1	AT1G13090	30	5	0.003768252
AT1G53320|AT1G53320.1	AT1G53320	37	5	0.002737226
AT2G45260|AT2G45260.1	AT2G45260	24	4	0.002452483
AT3G62910|AT3G62910.1	AT3G62910	33	3	0.001452081
AT5G22500|AT5G22500.1	AT5G22500	31	4	0.00194742
AT5G66170|AT5G66170.1	AT5G66170	31	6	0.002895753
AT4G33070|AT4G33070.1	AT4G33070	32	4	0.003409644
AT4G35570|AT4G35570.2	AT4G35570	29	5	0.00262743
AT4G39880|AT4G39880.1	AT4G39880	37	4	0.002744739
AT1G07770|AT1G07770.2	AT1G07770	31	6	0.003240741
AT1G19780|AT1G19780.1	AT1G19780	37	6	0.002541296
AT1G72160|AT1G72160.1	AT1G72160	24	6	0.003053435
AT2G25910|AT2G25910.1	AT2G25910	40	7	0.003518374
AT3G11600|AT3G11600.1	AT3G11600	30	7	0.003224321
AT1G80325|AT1G80325.2	AT1G80325	31	6	0.003931204
AT2G33255|AT2G33255.1	AT2G33255	23	8	0.005528256
AT5G58870|AT5G58870.1	AT5G58870	39	3	0.001604493
AT1G75330|AT1G75330.1	AT1G75330	42	7	0.0041841
AT3G18035|AT3G18035.2	AT3G18035	35	7	0.003183265
AT1G12850|AT1G12850.1	AT1G12850	28	5	0.003134796
AT1G73500|AT1G73500.1	AT1G73500	39	10	0.004086637
AT1G48450|AT1G48450.2	AT1G48450	31	4	0.002849003
AT2G25970|AT2G25970.1	AT2G25970	33	9	0.004229323
AT5G15960|AT5G15960.1	AT5G15960	28	9	0.006015038
AT3G55850|AT3G55850.4	AT3G55850	31	14	0.007270965
AT4G37470|AT4G37470.1	AT4G37470	36	6	0.003067485
AT1G09760|AT1G09760.1	AT1G09760	21	2	0.001315789
AT5G10480|AT5G10480.1	AT5G10480	33	1	0.001008573
AT1G66240|AT1G66240.2	AT1G66240	32	3	0.001409112
AT2G03690|AT2G03690.1	AT2G03690	32	2	0.000873362
AT3G07110|AT3G07110.1	AT3G07110	27	5	0.002790179
AT5G05690|AT5G05690.1	AT5G05690	29	1	0.000527426
AT1G26880|AT1G26880.1	AT1G26880	27	1	0.000573723
AT2G21620|AT2G21620.2	AT2G21620	31	3	0.001464844
AT4G36780|AT4G36780.1	AT4G36780	38.5	3	0.00122549
AT4G39280|AT4G39280.1	AT4G39280	37	4	0.00167364
AT1G11750|AT1G11750.1	AT1G11750	37	5	0.002560819
AT2G39700|AT2G39700.1	AT2G39700	27	3	0.001637555
AT3G10410|AT3G10410.1	AT3G10410	32.5	5	0.002980626
AT3G51460|AT3G51460.1	AT3G51460	26	5	0.003480278
AT5G54760|AT5G54760.4	AT5G54760	35.5	3	0.00128866
AT2G02760|AT2G02760.4	AT2G02760	31	4	0.003001501
AT2G36390|AT2G36390.1	AT2G36390	31.5	2	0.000968992
AT5G03630|AT5G03630.1	AT5G03630	33.5	6	0.003381643
AT5G14030|AT5G14030.5	AT5G14030	27.5	5	0.002686728
AT5G50460|AT5G50460.1	AT5G50460	33.5	3	0.001328021
AT3G60820|AT3G60820.2	AT3G60820	24.5	3	0.002133333
AT4G06744|AT4G06744.1	AT4G06744	28	3	0.001578117
AT4G13530|AT4G13530.1	AT4G13530	30	5	0.002645503
AT5G62810|AT5G62810.1	AT5G62810	33.5	6	0.003271028
AT1G14510|AT1G14510.1	AT1G14510	37.5	5	0.003004292
AT1G50660|AT1G50660.1	AT1G50660	36	8	0.005447118
AT3G15810|AT3G15810.1	AT3G15810	34.5	5	0.002685765
AT4G22260|AT4G22260.1	AT4G22260	39	4	0.002092926
AT3G19820|AT3G19820.2	AT3G19820	29	8	0.005555556
AT3G14430|AT3G14430.1	AT3G14430	31.5	10	0.004810005
AT4G27700|AT4G27700.1	AT4G27700	34.5	10	0.005454545
AT5G09440|AT5G09440.1	AT5G09440	34.5	8	0.003505697
AT5G54760|AT5G54760.1	AT5G54760	33	7	0.00369174
AT1G47395|AT1G47395.1	AT1G47395	40	9	0.003770423
AT4G33670|AT4G33670.1	AT4G33670	35	6	0.00286123
AT2G27710|AT2G27710.2	AT2G27710	27	2	0.001175779
AT5G06140|AT5G06140.1	AT5G06140	27	2	0.001011122
AT5G51280|AT5G51280.1	AT5G51280	28	1	0.000570776
AT2G39460|AT2G39460.1	AT2G39460	28	3	0.001616379
AT2G43710|AT2G43710.2	AT2G43710	27	3	0.001588983
AT5G52440|AT5G52440.1	AT5G52440	28	3	0.001520527
AT5G61670|AT5G61670.1	AT5G61670	39	4	0.002213369
AT2G24020|AT2G24020.1	AT2G24020	27	5	0.003688093
AT3G06610|AT3G06610.1	AT3G06610	37	3	0.001361162
AT3G29240|AT3G29240.2	AT3G29240	38	6	0.002898551
AT4G25170|AT4G25170.2	AT4G25170	40	7	0.003482804
AT4G29020|AT4G29020.2	AT4G29020	41	5	0.003139717
AT5G06310|AT5G06310.1	AT5G06310	41	9	0.003963535
AT5G18660|AT5G18660.1	AT5G18660	28	6	0.003327787
AT5G57290|AT5G57290.3	AT5G57290	32	8	0.004559271
AT2G25210|AT2G25210.1	AT2G25210	33	5	0.002862595
AT2G28790|AT2G28790.2	AT2G28790	27	7	0.004958678
AT1G72910|AT1G72910.1	AT1G72910	31	7	0.004333173
AT2G01470|AT2G01470.1	AT2G01470	32	5	0.00245821
AT3G11830|AT3G11830.2	AT3G11830	30	8	0.00436205
AT1G17870|AT1G17870.1	AT1G17870	39	9	0.005108557
AT4G24330|AT4G24330.1	AT4G24330	31	6	0.003088008
AT5G19350|AT5G19350.1	AT5G19350	30	7	0.004314477
AT5G56760|AT5G56760.1	AT5G56760	35	7	0.003900536
AT5G61820|AT5G61820.1	AT5G61820	38	13	0.005793226
AT2G07774|AT2G07774.1	AT2G07774	23	4	0.00403497
AT2G27720|AT2G27720.2	AT2G27720	29.5	1	0.000548246
AT5G45680|AT5G45680.1	AT5G45680	36	2	0.000880282
AT1G10670|AT1G10670.2	AT1G10670	34.5	3	0.001977261
AT2G29540|AT2G29540.2	AT2G29540	32	3	0.001526718
AT3G08640|AT3G08640.1	AT3G08640	31	3	0.002004008
AT3G23990|AT3G23990.1	AT3G23990	35	2	0.000960154
AT1G70490|AT1G70490.5	AT1G70490	34	3	0.002859867
AT2G03120|AT2G03120.1	AT2G03120	34.5	4	0.002374169
AT3G59650|AT3G59650.1	AT3G59650	27	6	0.004058853
AT4G17460|AT4G17460.1	AT4G17460	28	4	0.00317965
AT4G31560|AT4G31560.1	AT4G31560	28.5	2	0.001067236
AT5G23340|AT5G23340.1	AT5G23340	41	3	0.001319842
AT5G48160|AT5G48160.2	AT5G48160	28	5	0.002688172
AT1G14670|AT1G14670.1	AT1G14670	28	4	0.002759382
AT2G13360|AT2G13360.2	AT2G13360	29.5	4	0.002165674
AT2G29540|AT2G29540.1	AT2G29540	34.5	4	0.001892148
AT2G24020|AT2G24020.2	AT2G24020	29.5	6	0.004754358
AT2G41475|AT2G41475.1	AT2G41475	25	7	0.004708652
AT4G19420|AT4G19420.1	AT4G19420	35	4	0.001984127
AT4G28240|AT4G28240.1	AT4G28240	42.5	5	0.002546689
AT5G03210|AT5G03210.2	AT5G03210	33	5	0.004681648
AT1G10670|AT1G10670.3	AT1G10670	35.5	8	0.004186047
AT1G49820|AT1G49820.1	AT1G49820	32	5	0.003526448
AT2G20570|AT2G20570.3	AT2G20570	34	3	0.001444391
AT2G32730|AT2G32730.1	AT2G32730	35	2	0.00097561
AT5G61790|AT5G61790.1	AT5G61790	35	7	0.00344086
AT1G11750|AT1G11750.2	AT1G11750	32.5	7	0.003950834
AT1G32580|AT1G32580.1	AT1G32580	36	4	0.002275831
AT1G72020|AT1G72020.1	AT1G72020	32.5	5	0.00242483
AT5G42790|AT5G42790.1	AT5G42790	35	9	0.004055881
AT2G02800|AT2G02800.1	AT2G02800	37.5	6	0.00297619
AT3G08030|AT3G08030.2	AT3G08030	29	12	0.0063593
AT1G67280|AT1G67280.1	AT1G67280	43	10	0.003827019
AT1G29660|AT1G29660.1	AT1G29660	30	3	0.001688239
AT3G06650|AT3G06650.2	AT3G06650	31	2	0.001062699
AT1G58235|AT1G58235.2	AT1G58235	33	3	0.001504514
AT5G67130|AT5G67130.1	AT5G67130	37	4	0.002780352
AT1G64040|AT1G64040.1	AT1G64040	31	4	0.002239642
AT2G29960|AT2G29960.2	AT2G29960	36	5	0.002413127
AT2G41290|AT2G41290.1	AT2G41290	32	5	0.00253936
AT3G62650|AT3G62650.2	AT3G62650	29	4	0.002312139
AT4G08980|AT4G08980.4	AT4G08980	30	4	0.003183024
AT5G41700|AT5G41700.5	AT5G41700	41	3	0.001309472
AT5G50870|AT5G50870.2	AT5G50870	33	4	0.001903855
AT1G11175|AT1G11175.1	AT1G11175	35	4	0.001864802
AT2G20570|AT2G20570.1	AT2G20570	36	5	0.003563474
AT2G22425|AT2G22425.2	AT2G22425	27	4	0.002214839
AT2G39310|AT2G39310.1	AT2G39310	30	3	0.001582278
AT2G43710|AT2G43710.1	AT2G43710	24	5	0.002985075
AT3G10970|AT3G10970.3	AT3G10970	28	6	0.003761419
AT4G17730|AT4G17730.2	AT4G17730	27	5	0.002804262
AT4G32285|AT4G32285.2	AT4G32285	38	6	0.00397878
AT5G08300|AT5G08300.1	AT5G08300	33	6	0.003649635
AT5G20640|AT5G20640.1	AT5G20640	34	4	0.002030457
AT2G35810|AT2G35810.1	AT2G35810	35	5	0.002356268
AT3G46000|AT3G46000.1	AT3G46000	32	6	0.005440158
AT3G57320|AT3G57320.1	AT3G57320	28	5	0.002908668
AT5G50870|AT5G50870.1	AT5G50870	32	8	0.00407332
AT1G20430|AT1G20430.1	AT1G20430	32	2	0.000995025
AT3G14990|AT3G14990.3	AT3G14990	33	4	0.00245098
AT3G20670|AT3G20670.1	AT3G20670	36	6	0.003091873
AT1G27190|AT1G27190.1	AT1G27190	25	4	0.002419843
AT1G50020|AT1G50020.1	AT1G50020	42	7	0.003887689
AT2G22780|AT2G22780.1	AT2G22780	35	6	0.004026846
AT1G22300|AT1G22300.3	AT1G22300	30	5	0.002994012
AT2G39460|AT2G39460.2	AT2G39460	28	4	0.002275313
AT1G29071|AT1G29071.1	AT1G29071	36	20	0.010999083
AT4G19420|AT4G19420.2	AT4G19420	32	1	0.000554017
AT2G30390|AT2G30390.1	AT2G30390	27.5	2	0.001175088
AT1G20220|AT1G20220.1	AT1G20220	30.5	1	0.000550964
AT2G29550|AT2G29550.1	AT2G29550	34	4	0.001955034
AT2G38800|AT2G38800.1	AT2G38800	31	2	0.000966184
AT2G43540|AT2G43540.1	AT2G43540	24	3	0.002333722
AT5G10480|AT5G10480.2	AT5G10480	31	1	0.000535906
AT1G66400|AT1G66400.1	AT1G66400	25.5	2	0.001302932
AT3G09980|AT3G09980.1	AT3G09980	33	4	0.002081165
AT3G13222|AT3G13222.1	AT3G13222	29	4	0.002686728
AT3G03940|AT3G03940.1	AT3G03940	24	5	0.003814367
AT3G20220|AT3G20220.1	AT3G20220	41	2	0.000867679
AT3G44010|AT3G44010.2	AT3G44010	28.5	5	0.003267974
AT5G20350|AT5G20350.1	AT5G20350	30	4	0.002416918
AT4G12600|AT4G12600.2	AT4G12600	35	5	0.002296739
AT4G25170|AT4G25170.1	AT4G25170	41	5	0.002212389
AT5G13420|AT5G13420.1	AT5G13420	38	4	0.002826189
AT1G09520|AT1G09520.1	AT1G09520	29	5	0.00267666
AT1G10670|AT1G10670.1	AT1G10670	35.5	6	0.003567788
AT2G40890|AT2G40890.1	AT2G40890	35.5	4	0.002023268
AT5G48900|AT5G48900.1	AT5G48900	35	6	0.003654637
AT1G10590|AT1G10590.1	AT1G10590	33.5	2	0.001040042
AT1G70490|AT1G70490.3	AT1G70490	27.5	3	0.001644737
AT5G40670|AT5G40670.1	AT5G40670	28	1	0.000541712
AT5G41700|AT5G41700.4	AT5G41700	39	6	0.003059441
AT5G57345|AT5G57345.1	AT5G57345	42	5	0.002061856
AT2G29960|AT2G29960.3	AT2G29960	34.5	8	0.004739336
AT5G20650|AT5G20650.1	AT5G20650	29.5	4	0.002688172
AT3G55610|AT3G55610.1	AT3G55610	28.5	9	0.004901961
AT1G64140|AT1G64140.1	AT1G64140	37	9	0.005013674
AT4G36500|AT4G36500.1	AT4G36500	38	10	0.00464684
AT3G49220|AT3G49220.1	AT3G49220	32.5	8	0.004
AT3G55850|AT3G55850.5	AT3G55850	29	10	0.008796042
AT4G36390|AT4G36390.1	AT4G36390	24	NA	NA
AT1G12270|AT1G12270.1	AT1G12270	30	3	0.001662971
AT2G04390|AT2G04390.1	AT2G04390	29	3	0.001783591
AT2G20630|AT2G20630.1	AT2G20630	33	2	0.001113586
AT4G37200|AT4G37200.1	AT4G37200	26	5	0.005076142
AT5G22440|AT5G22440.2	AT5G22440	27	5	0.002852253
AT1G26110|AT1G26110.2	AT1G26110	35	3	0.001403181
AT1G70490|AT1G70490.2	AT1G70490	30	1	0.000540541
AT2G39310|AT2G39310.3	AT2G39310	33	5	0.002685285
AT2G46540|AT2G46540.1	AT2G46540	29	4	0.002354326
AT5G24590|AT5G24590.2	AT5G24590	36	4	0.001818182
AT1G55920|AT1G55920.1	AT1G55920	29	5	0.002658161
AT4G15920|AT4G15920.1	AT4G15920	36	4	0.001938924
AT4G20390|AT4G20390.1	AT4G20390	29	5	0.002729258
AT1G75800|AT1G75800.1	AT1G75800	43	5	0.002913025
AT1G76405|AT1G76405.1	AT1G76405	36	1	0.000512295
AT3G25717|AT3G25717.1	AT3G25717	31	5	0.004039238
AT3G25920|AT3G25920.1	AT3G25920	36	7	0.005530417
AT3G51260|AT3G51260.1	AT3G51260	30	4	0.003401361
AT3G53500|AT3G53500.3	AT3G53500	28	5	0.002886836
AT5G61820|AT5G61820.2	AT5G61820	35	4	0.001924002
AT2G37630|AT2G37630.1	AT2G37630	29	5	0.002878526
AT5G47650|AT5G47650.1	AT5G47650	28	7	0.004244032
AT5G62680|AT5G62680.1	AT5G62680	29	4	0.003171247
AT2G44790|AT2G44790.1	AT2G44790	29	6	0.0032
AT3G11700|AT3G11700.1	AT3G11700	45	5	0.002666667
AT3G16380|AT3G16380.1	AT3G16380	36	4	0.002493766
AT5G51750|AT5G51750.1	AT5G51750	38	7	0.004251299
AT5G62140|AT5G62140.1	AT5G62140	34	10	0.006989247
AT1G31130|AT1G31130.1	AT1G31130	32	2	0.001072961
AT1G75270|AT1G75270.1	AT1G75270	34	9	0.004255319
AT1G23130|AT1G23130.1	AT1G23130	50	7	0.00255195
AT4G29010|AT4G29010.1	AT4G29010	35	6	0.003766478
AT5G09480|AT5G09480.1	AT5G09480	32	7	0.004435683
AT2G39570|AT2G39570.1	AT2G39570	40	2	0.001381215
AT3G44310|AT3G44310.3	AT3G44310	38	9	0.004460303
AT1G67700|AT1G67700.3	AT1G67700	37	1	0.000507099
AT2G37110|AT2G37110.1	AT2G37110	36.5	3	0.002116402
AT4G28250|AT4G28250.3	AT4G28250	26	3	0.001798561
AT4G28510|AT4G28510.1	AT4G28510	36.5	3	0.001533742
AT3G53500|AT3G53500.2	AT3G53500	33.5	4	0.002710027
AT4G28780|AT4G28780.1	AT4G28780	31	4	0.002208724
AT5G22000|AT5G22000.1	AT5G22000	34	2	0.001040583
AT5G59160|AT5G59160.3	AT5G59160	30	3	0.001635769
AT1G04250|AT1G04250.1	AT1G04250	25.5	6	0.004040404
AT1G09920|AT1G09920.1	AT1G09920	36	5	0.00253936
AT1G16320|AT1G16320.1	AT1G16320	31.5	3	0.001709402
AT1G64850|AT1G64850.1	AT1G64850	33.5	5	0.00267094
AT1G80310|AT1G80310.1	AT1G80310	26.5	3	0.001862197
AT3G28550|AT3G28550.1	AT3G28550	31	1	0.000567859
AT3G28550|AT3G28550.2	AT3G28550	29.5	3	0.002328289
AT3G52720|AT3G52720.3	AT3G52720	33	3	0.001525941
AT4G26870|AT4G26870.1	AT4G26870	25	5	0.004405286
AT4G32915|AT4G32915.1	AT4G32915	32	4	0.002218525
AT5G01920|AT5G01920.2	AT5G01920	26.5	1	0.000592417
AT2G28790|AT2G28790.1	AT2G28790	32	5	0.004036909
AT2G46690|AT2G46690.1	AT2G46690	29.5	4	0.003348214
AT3G04730|AT3G04730.1	AT3G04730	35	3	0.001423825
AT3G19640|AT3G19640.1	AT3G19640	31	6	0.003287671
AT3G47836|AT3G47836.1	AT3G47836	33.5	4	0.002114165
AT5G22440|AT5G22440.1	AT5G22440	26	5	0.003512881
AT5G57290|AT5G57290.2	AT5G57290	34	1	0.000523013
AT1G80600|AT1G80600.1	AT1G80600	33	5	0.002655337
AT3G15660|AT3G15660.2	AT3G15660	32.5	7	0.005422993
AT4G29020|AT4G29020.1	AT4G29020	35.5	7	0.003724395
AT4G34720|AT4G34720.2	AT4G34720	28.5	4	0.002826456
AT5G47750|AT5G47750.1	AT5G47750	26	5	0.003466205
AT1G52720|AT1G52720.1	AT1G52720	29.5	8	0.004975124
AT2G19590|AT2G19590.2	AT2G19590	40	7	0.004275534
AT3G06350|AT3G06350.1	AT3G06350	33.5	9	0.005524862
AT3G12400|AT3G12400.1	AT3G12400	25	3	0.001854141
AT4G19420|AT4G19420.4	AT4G19420	32	7	0.003961517
AT4G20830|AT4G20830.2	AT4G20830	30	7	0.004815409
AT1G15940|AT1G15940.1	AT1G15940	31	5	0.003348214
AT5G44380|AT5G44380.2	AT5G44380	38.5	7	0.003315964
AT1G72230|AT1G72230.1	AT1G72230	35.5	7	0.003522899
AT5G55210|AT5G55210.1	AT5G55210	34	11	0.0052961
AT3G55850|AT3G55850.3	AT3G55850	29	10	0.007403189
AT2G41310|AT2G41310.1	AT2G41310	38	28	0.020968547
AT2G18710|AT2G18710.1	AT2G18710	31	1	0.000542005
AT4G19200|AT4G19200.1	AT4G19200	39	2	0.000992063
AT1G42970|AT1G42970.1	AT1G42970	38	3	0.001932367
AT3G61820|AT3G61820.1	AT3G61820	28	2	0.001182732
AT4G38495|AT4G38495.1	AT4G38495	26	3	0.00202977
AT5G39080|AT5G39080.1	AT5G39080	29	3	0.002430134
AT1G62740|AT1G62740.1	AT1G62740	26	3	0.001946788
AT1G80780|AT1G80780.2	AT1G80780	37	3	0.001534527
AT5G15520|AT5G15520.1	AT5G15520	27	2	0.002398082
AT5G20000|AT5G20000.1	AT5G20000	33	4	0.002302821
AT5G46900|AT5G46900.1	AT5G46900	24	2	0.001323627
AT5G47210|AT5G47210.2	AT5G47210	32	2	0.001650165
AT1G13930|AT1G13930.3	AT1G13930	23	4	0.002520479
AT1G25275|AT1G25275.1	AT1G25275	33	3	0.001702611
AT2G29700|AT2G29700.1	AT2G29700	33	4	0.002624672
AT4G21850|AT4G21850.2	AT4G21850	29	4	0.002797985
AT5G25754|AT5G25754.1	AT5G25754	25	2	0.001402525
AT5G56940|AT5G56940.1	AT5G56940	33	4	0.00265252
AT3G54120|AT3G54120.1	AT3G54120	40	5	0.002272727
AT4G05150|AT4G05150.1	AT4G05150	36	3	0.001536885
AT4G17085|AT4G17085.1	AT4G17085	36	4	0.001980198
AT5G22060|AT5G22060.1	AT5G22060	27	4	0.002274019
AT1G24100|AT1G24100.1	AT1G24100	45	3	0.001671542
AT2G27020|AT2G27020.1	AT2G27020	27	5	0.004154303
AT2G47420|AT2G47420.1	AT2G47420	29	5	0.002875216
AT3G10525|AT3G10525.1	AT3G10525	33	4	0.002634352
AT3G25600|AT3G25600.1	AT3G25600	36	3	0.001571503
AT4G13200|AT4G13200.1	AT4G13200	26	4	0.003162555
AT5G13720|AT5G13720.1	AT5G13720	28	3	0.002896871
AT5G24735|AT5G24735.1	AT5G24735	36	2	0.000962927
AT5G36160|AT5G36160.1	AT5G36160	32	4	0.002574665
AT5G53970|AT5G53970.1	AT5G53970	33	7	0.005420054
AT2G38040|AT2G38040.2	AT2G38040	25	6	0.003634161
AT5G41700|AT5G41700.1	AT5G41700	39	5	0.002828854
AT1G01730|AT1G01730.1	AT1G01730	35	7	0.003522899
AT1G71980|AT1G71980.1	AT1G71980	39	8	0.005073567
AT3G02630|AT3G02630.1	AT3G02630	32	6	0.003867403
AT3G02770|AT3G02770.1	AT3G02770	31	7	0.003625065
AT4G01800|AT4G01800.1	AT4G01800	39	5	0.002847651
AT5G19220|AT5G19220.1	AT5G19220	36	7	0.003974168
AT4G00975|AT4G00975.2	AT4G00975	32	7	0.004048583
AT4G11120|AT4G11120.1	AT4G11120	33	5	0.003693931
AT5G01075|AT5G01075.1	AT5G01075	30	5	0.002765487
AT5G57330|AT5G57330.1	AT5G57330	32	7	0.005151984
AT2G47470|AT2G47470.4	AT2G47470	31	5	0.003351955
AT5G58330|AT5G58330.3	AT5G58330	41	4	0.002367424
AT3G29200|AT3G29200.1	AT3G29200	30	6	0.003839824
AT4G17790|AT4G17790.1	AT4G17790	39	7	0.003334921
ATMG01170|ATMG01170.1	ATMG01170	30	3	0.00239952
AT1G10180|AT1G10180.1	AT1G10180	31	9	0.007062978
AT2G36835|AT2G36835.1	AT2G36835	32	8	0.004266667
AT2G43090|AT2G43090.1	AT2G43090	32	7	0.003865268
AT4G33300|AT4G33300.1	AT4G33300	40	13	0.006073753
AT1G04110|AT1G04110.1	AT1G04110	27	1	0.00062383
AT4G00270|AT4G00270.1	AT4G00270	25	NA	NA
AT4G35770|AT4G35770.2	AT4G35770	31	1	0.000560852
AT5G26800|AT5G26800.1	AT5G26800	29	2	0.001876173
AT1G05190|AT1G05190.1	AT1G05190	37	1	0.000521376
AT2G26670|AT2G26670.1	AT2G26670	26.5	2	0.001220256
AT2G27710|AT2G27710.4	AT2G27710	23.5	NA	NA
AT5G02550|AT5G02550.1	AT5G02550	26	1	0.000595593
AT2G39310|AT2G39310.2	AT2G39310	29	3	0.001729107
AT3G15000|AT3G15000.1	AT3G15000	30.5	1	0.000556174
AT3G45300|AT3G45300.1	AT3G45300	32	2	0.00113443
AT4G24990|AT4G24990.1	AT4G24990	32	1	0.00058072
AT5G47450|AT5G47450.1	AT5G47450	34.5	4	0.002163332
AT1G27000|AT1G27000.1	AT1G27000	29.5	3	0.001665741
AT1G32100|AT1G32100.1	AT1G32100	34	3	0.001686341
AT2G22870|AT2G22870.1	AT2G22870	38.5	3	0.001521298
AT2G32720|AT2G32720.1	AT2G32720	26	3	0.001810501
AT3G55960|AT3G55960.1	AT3G55960	30	3	0.001647446
AT5G11680|AT5G11680.1	AT5G11680	31	2	0.001131222
AT5G23040|AT5G23040.1	AT5G23040	31.5	5	0.003280481
